Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-14 14:18:15,nginx,139,4883
2025-03-14 14:18:15,istio-system,2,195
2025-03-14 14:18:15,istio-tenant-gateway,4,53
2025-03-14 14:18:20,nginx,139,4883
2025-03-14 14:18:20,istio-system,2,195
2025-03-14 14:18:20,istio-tenant-gateway,4,53
2025-03-14 14:18:26,nginx,114,4890
2025-03-14 14:18:26,istio-system,4,199
2025-03-14 14:18:26,istio-tenant-gateway,2,53
2025-03-14 14:18:31,nginx,114,4890
2025-03-14 14:18:31,istio-system,4,199
2025-03-14 14:18:31,istio-tenant-gateway,2,53
2025-03-14 14:18:36,nginx,114,4890
2025-03-14 14:18:36,istio-system,4,199
2025-03-14 14:18:36,istio-tenant-gateway,2,53
2025-03-14 14:18:41,nginx,180,4893
2025-03-14 14:18:41,istio-system,2,199
2025-03-14 14:18:41,istio-tenant-gateway,18,53
2025-03-14 14:18:46,nginx,180,4893
2025-03-14 14:18:46,istio-system,2,199
2025-03-14 14:18:46,istio-tenant-gateway,18,53
2025-03-14 14:18:52,nginx,180,4893
2025-03-14 14:18:52,istio-system,2,199
2025-03-14 14:18:52,istio-tenant-gateway,18,53
2025-03-14 14:18:57,nginx,180,4895
2025-03-14 14:18:57,istio-system,2,199
2025-03-14 14:18:57,istio-tenant-gateway,18,53
2025-03-14 14:19:02,nginx,180,4895
2025-03-14 14:19:02,istio-system,2,199
2025-03-14 14:19:02,istio-tenant-gateway,18,53
2025-03-14 14:19:07,nginx,180,4895
2025-03-14 14:19:07,istio-system,4,199
2025-03-14 14:19:07,istio-tenant-gateway,19,53
2025-03-14 14:19:13,nginx,181,4898
2025-03-14 14:19:13,istio-system,4,199
2025-03-14 14:19:13,istio-tenant-gateway,19,53
2025-03-14 14:19:18,nginx,181,4898
2025-03-14 14:19:18,istio-system,4,199
2025-03-14 14:19:18,istio-tenant-gateway,19,53
2025-03-14 14:19:23,nginx,180,4901
2025-03-14 14:19:23,istio-system,4,203
2025-03-14 14:19:23,istio-tenant-gateway,19,53
2025-03-14 14:19:28,nginx,180,4901
2025-03-14 14:19:28,istio-system,4,203
2025-03-14 14:19:28,istio-tenant-gateway,19,53
2025-03-14 14:19:34,nginx,180,4901
2025-03-14 14:19:34,istio-system,4,203
2025-03-14 14:19:34,istio-tenant-gateway,19,53
2025-03-14 14:19:39,nginx,182,4909
2025-03-14 14:19:39,istio-system,3,203
2025-03-14 14:19:39,istio-tenant-gateway,19,53
2025-03-14 14:19:44,nginx,182,4909
2025-03-14 14:19:44,istio-system,3,203
2025-03-14 14:19:44,istio-tenant-gateway,19,53
2025-03-14 14:19:49,nginx,182,4909
2025-03-14 14:19:49,istio-system,3,203
2025-03-14 14:19:49,istio-tenant-gateway,19,53
2025-03-14 14:19:55,nginx,180,4911
2025-03-14 14:19:55,istio-system,2,203
2025-03-14 14:19:55,istio-tenant-gateway,19,53
2025-03-14 14:20:00,nginx,180,4911
2025-03-14 14:20:00,istio-system,2,203
2025-03-14 14:20:00,istio-tenant-gateway,19,53
2025-03-14 14:20:05,nginx,180,4911
2025-03-14 14:20:05,istio-system,2,203
2025-03-14 14:20:05,istio-tenant-gateway,19,53
2025-03-14 14:20:10,nginx,180,4911
2025-03-14 14:20:10,istio-system,3,203
2025-03-14 14:20:10,istio-tenant-gateway,18,53
2025-03-14 14:20:15,nginx,180,4911
2025-03-14 14:20:15,istio-system,3,203
2025-03-14 14:20:15,istio-tenant-gateway,18,53
2025-03-14 14:20:21,nginx,180,4911
2025-03-14 14:20:21,istio-system,3,203
2025-03-14 14:20:21,istio-tenant-gateway,18,53
2025-03-14 14:20:26,nginx,183,4926
2025-03-14 14:20:26,istio-system,3,208
2025-03-14 14:20:26,istio-tenant-gateway,19,53
2025-03-14 14:20:31,nginx,183,4926
2025-03-14 14:20:31,istio-system,3,208
2025-03-14 14:20:31,istio-tenant-gateway,19,53
2025-03-14 14:20:36,nginx,183,4926
2025-03-14 14:20:36,istio-system,3,208
2025-03-14 14:20:36,istio-tenant-gateway,19,53
2025-03-14 14:20:42,nginx,180,4926
2025-03-14 14:20:42,istio-system,2,208
2025-03-14 14:20:42,istio-tenant-gateway,19,53
2025-03-14 14:20:47,nginx,180,4926
2025-03-14 14:20:47,istio-system,2,208
2025-03-14 14:20:47,istio-tenant-gateway,19,53
2025-03-14 14:20:52,nginx,180,4926
2025-03-14 14:20:52,istio-system,2,208
2025-03-14 14:20:52,istio-tenant-gateway,19,53
2025-03-14 14:20:57,nginx,179,4928
2025-03-14 14:20:57,istio-system,2,208
2025-03-14 14:20:57,istio-tenant-gateway,19,53
2025-03-14 14:21:02,nginx,179,4928
2025-03-14 14:21:02,istio-system,2,208
2025-03-14 14:21:02,istio-tenant-gateway,19,53
2025-03-14 14:21:08,nginx,183,4942
2025-03-14 14:21:08,istio-system,5,211
2025-03-14 14:21:08,istio-tenant-gateway,18,53
2025-03-14 14:21:13,nginx,183,4942
2025-03-14 14:21:13,istio-system,5,211
2025-03-14 14:21:13,istio-tenant-gateway,18,53
2025-03-14 14:21:18,nginx,183,4942
2025-03-14 14:21:18,istio-system,5,211
2025-03-14 14:21:18,istio-tenant-gateway,18,53
2025-03-14 14:21:23,nginx,181,4941
2025-03-14 14:21:23,istio-system,3,211
2025-03-14 14:21:23,istio-tenant-gateway,18,53
2025-03-14 14:21:29,nginx,181,4941
2025-03-14 14:21:29,istio-system,3,211
2025-03-14 14:21:29,istio-tenant-gateway,18,53
2025-03-14 14:21:34,nginx,181,4941
2025-03-14 14:21:34,istio-system,3,211
2025-03-14 14:21:34,istio-tenant-gateway,18,53
2025-03-14 14:21:39,nginx,180,4945
2025-03-14 14:21:39,istio-system,2,211
2025-03-14 14:21:39,istio-tenant-gateway,19,53
2025-03-14 14:21:44,nginx,180,4945
2025-03-14 14:21:44,istio-system,2,211
2025-03-14 14:21:44,istio-tenant-gateway,19,53
2025-03-14 14:21:50,nginx,180,4945
2025-03-14 14:21:50,istio-system,2,211
2025-03-14 14:21:50,istio-tenant-gateway,19,53
2025-03-14 14:21:55,nginx,180,4944
2025-03-14 14:21:55,istio-system,2,211
2025-03-14 14:21:55,istio-tenant-gateway,19,53
2025-03-14 14:22:00,nginx,180,4944
2025-03-14 14:22:00,istio-system,2,211
2025-03-14 14:22:00,istio-tenant-gateway,19,53
2025-03-14 14:22:05,nginx,180,4944
2025-03-14 14:22:05,istio-system,2,211
2025-03-14 14:22:05,istio-tenant-gateway,19,53
2025-03-14 14:22:10,nginx,183,4954
2025-03-14 14:22:10,istio-system,3,211
2025-03-14 14:22:10,istio-tenant-gateway,19,53
2025-03-14 14:22:16,nginx,183,4954
2025-03-14 14:22:16,istio-system,3,211
2025-03-14 14:22:16,istio-tenant-gateway,19,53
2025-03-14 14:22:21,nginx,183,4954
2025-03-14 14:22:21,istio-system,3,211
2025-03-14 14:22:21,istio-tenant-gateway,19,53
2025-03-14 14:22:26,nginx,181,4960
2025-03-14 14:22:26,istio-system,2,211
2025-03-14 14:22:26,istio-tenant-gateway,19,53
2025-03-14 14:22:31,nginx,181,4960
2025-03-14 14:22:31,istio-system,2,211
2025-03-14 14:22:31,istio-tenant-gateway,19,53
2025-03-14 14:22:37,nginx,181,4960
2025-03-14 14:22:37,istio-system,2,211
2025-03-14 14:22:37,istio-tenant-gateway,19,53
2025-03-14 14:22:42,nginx,179,4964
2025-03-14 14:22:42,istio-system,3,211
2025-03-14 14:22:42,istio-tenant-gateway,19,54
2025-03-14 14:22:47,nginx,179,4964
2025-03-14 14:22:47,istio-system,3,211
2025-03-14 14:22:47,istio-tenant-gateway,19,54
