Timestamp, Namespace, Total CPU(mCPU), Max CPU(mCPU), Total Memory(MiB), Max Memory(MiB)
2025-03-10 14:33:22,nginx,128,451
2025-03-10 14:33:22,istio-system,4,54
2025-03-10 14:33:22,istio-tenant-gateway,6,33
2025-03-10 14:33:27,nginx,116,450
2025-03-10 14:33:27,istio-system,4,54
2025-03-10 14:33:27,istio-tenant-gateway,7,33
2025-03-10 14:33:32,nginx,116,450
2025-03-10 14:33:32,istio-system,4,54
2025-03-10 14:33:32,istio-tenant-gateway,7,33
2025-03-10 14:33:37,nginx,116,450
2025-03-10 14:33:37,istio-system,4,54
2025-03-10 14:33:37,istio-tenant-gateway,7,33
2025-03-10 14:33:42,nginx,107,450
2025-03-10 14:33:42,istio-system,4,54
2025-03-10 14:33:42,istio-tenant-gateway,16,33
2025-03-10 14:33:48,nginx,107,450
2025-03-10 14:33:48,istio-system,4,54
2025-03-10 14:33:48,istio-tenant-gateway,16,33
2025-03-10 14:33:53,nginx,107,450
2025-03-10 14:33:53,istio-system,4,54
2025-03-10 14:33:53,istio-tenant-gateway,16,33
2025-03-10 14:33:58,nginx,106,450
2025-03-10 14:33:58,istio-system,4,54
2025-03-10 14:33:58,istio-tenant-gateway,17,33
2025-03-10 14:34:03,nginx,106,450
2025-03-10 14:34:03,istio-system,4,54
2025-03-10 14:34:03,istio-tenant-gateway,17,33
2025-03-10 14:34:08,nginx,106,450
2025-03-10 14:34:08,istio-system,4,54
2025-03-10 14:34:08,istio-tenant-gateway,17,33
2025-03-10 14:34:13,nginx,101,452
2025-03-10 14:34:13,istio-system,2,54
2025-03-10 14:34:13,istio-tenant-gateway,18,33
2025-03-10 14:34:18,nginx,101,452
2025-03-10 14:34:18,istio-system,2,54
2025-03-10 14:34:18,istio-tenant-gateway,18,33
2025-03-10 14:34:24,nginx,101,452
2025-03-10 14:34:24,istio-system,2,54
2025-03-10 14:34:24,istio-tenant-gateway,18,33
2025-03-10 14:34:29,nginx,106,452
2025-03-10 14:34:29,istio-system,2,54
2025-03-10 14:34:29,istio-tenant-gateway,18,33
2025-03-10 14:34:34,nginx,106,452
2025-03-10 14:34:34,istio-system,2,54
2025-03-10 14:34:34,istio-tenant-gateway,18,33
2025-03-10 14:34:39,nginx,106,452
2025-03-10 14:34:39,istio-system,2,54
2025-03-10 14:34:39,istio-tenant-gateway,18,33
2025-03-10 14:34:44,nginx,113,452
2025-03-10 14:34:44,istio-system,3,54
2025-03-10 14:34:44,istio-tenant-gateway,18,33
2025-03-10 14:34:49,nginx,113,452
2025-03-10 14:34:49,istio-system,3,54
2025-03-10 14:34:49,istio-tenant-gateway,18,33
2025-03-10 14:34:55,nginx,113,452
2025-03-10 14:34:55,istio-system,3,54
2025-03-10 14:34:55,istio-tenant-gateway,18,33
2025-03-10 14:35:00,nginx,106,452
2025-03-10 14:35:00,istio-system,4,54
2025-03-10 14:35:00,istio-tenant-gateway,18,33
2025-03-10 14:35:05,nginx,106,452
2025-03-10 14:35:05,istio-system,4,54
2025-03-10 14:35:05,istio-tenant-gateway,18,33
2025-03-10 14:35:10,nginx,106,452
2025-03-10 14:35:10,istio-system,4,54
2025-03-10 14:35:10,istio-tenant-gateway,18,33
2025-03-10 14:35:15,nginx,103,452
2025-03-10 14:35:15,istio-system,2,54
2025-03-10 14:35:15,istio-tenant-gateway,18,33
2025-03-10 14:35:20,nginx,103,452
2025-03-10 14:35:20,istio-system,2,54
2025-03-10 14:35:20,istio-tenant-gateway,18,33
2025-03-10 14:35:25,nginx,103,452
2025-03-10 14:35:25,istio-system,2,54
2025-03-10 14:35:25,istio-tenant-gateway,18,33
2025-03-10 14:35:30,nginx,104,452
2025-03-10 14:35:30,istio-system,3,54
2025-03-10 14:35:30,istio-tenant-gateway,18,33
2025-03-10 14:35:36,nginx,104,452
2025-03-10 14:35:36,istio-system,3,54
2025-03-10 14:35:36,istio-tenant-gateway,18,33
2025-03-10 14:35:41,nginx,104,452
2025-03-10 14:35:41,istio-system,3,54
2025-03-10 14:35:41,istio-tenant-gateway,18,33
2025-03-10 14:35:46,nginx,102,452
2025-03-10 14:35:46,istio-system,4,54
2025-03-10 14:35:46,istio-tenant-gateway,18,33
2025-03-10 14:35:51,nginx,102,452
2025-03-10 14:35:51,istio-system,4,54
2025-03-10 14:35:51,istio-tenant-gateway,18,33
2025-03-10 14:35:56,nginx,102,452
2025-03-10 14:35:56,istio-system,4,54
2025-03-10 14:35:56,istio-tenant-gateway,18,33
2025-03-10 14:36:01,nginx,100,452
2025-03-10 14:36:01,istio-system,3,54
2025-03-10 14:36:01,istio-tenant-gateway,17,33
2025-03-10 14:36:06,nginx,100,452
2025-03-10 14:36:06,istio-system,3,54
2025-03-10 14:36:06,istio-tenant-gateway,17,33
2025-03-10 14:36:12,nginx,100,452
2025-03-10 14:36:12,istio-system,3,54
2025-03-10 14:36:12,istio-tenant-gateway,17,33
2025-03-10 14:36:17,nginx,108,452
2025-03-10 14:36:17,istio-system,2,54
2025-03-10 14:36:17,istio-tenant-gateway,17,33
2025-03-10 14:36:22,nginx,108,452
2025-03-10 14:36:22,istio-system,2,54
2025-03-10 14:36:22,istio-tenant-gateway,17,33
2025-03-10 14:36:27,nginx,97,452
2025-03-10 14:36:27,istio-system,2,54
2025-03-10 14:36:27,istio-tenant-gateway,16,33
2025-03-10 14:36:32,nginx,97,452
2025-03-10 14:36:32,istio-system,2,54
2025-03-10 14:36:32,istio-tenant-gateway,16,33
2025-03-10 14:36:37,nginx,97,452
2025-03-10 14:36:37,istio-system,2,54
2025-03-10 14:36:37,istio-tenant-gateway,16,33
2025-03-10 14:36:43,nginx,97,452
2025-03-10 14:36:43,istio-system,2,54
2025-03-10 14:36:43,istio-tenant-gateway,17,33
2025-03-10 14:36:48,nginx,97,452
2025-03-10 14:36:48,istio-system,2,54
2025-03-10 14:36:48,istio-tenant-gateway,17,33
2025-03-10 14:36:53,nginx,97,452
2025-03-10 14:36:53,istio-system,2,54
2025-03-10 14:36:53,istio-tenant-gateway,17,33
2025-03-10 14:36:58,nginx,100,452
2025-03-10 14:36:58,istio-system,2,54
2025-03-10 14:36:58,istio-tenant-gateway,19,33
2025-03-10 14:37:03,nginx,100,452
2025-03-10 14:37:03,istio-system,2,54
2025-03-10 14:37:03,istio-tenant-gateway,19,33
2025-03-10 14:37:08,nginx,100,452
2025-03-10 14:37:08,istio-system,2,54
2025-03-10 14:37:08,istio-tenant-gateway,19,33
2025-03-10 14:37:13,nginx,112,452
2025-03-10 14:37:13,istio-system,2,54
2025-03-10 14:37:13,istio-tenant-gateway,18,33
2025-03-10 14:37:18,nginx,112,452
2025-03-10 14:37:18,istio-system,2,54
2025-03-10 14:37:18,istio-tenant-gateway,18,33
2025-03-10 14:37:24,nginx,112,452
2025-03-10 14:37:24,istio-system,2,54
2025-03-10 14:37:24,istio-tenant-gateway,18,33
2025-03-10 14:37:29,nginx,113,452
2025-03-10 14:37:29,istio-system,3,54
2025-03-10 14:37:29,istio-tenant-gateway,18,33
2025-03-10 14:37:34,nginx,113,452
2025-03-10 14:37:34,istio-system,3,54
2025-03-10 14:37:34,istio-tenant-gateway,18,33
2025-03-10 14:37:39,nginx,113,452
2025-03-10 14:37:39,istio-system,3,54
2025-03-10 14:37:39,istio-tenant-gateway,18,33
2025-03-10 14:37:44,nginx,110,452
2025-03-10 14:37:44,istio-system,4,54
2025-03-10 14:37:44,istio-tenant-gateway,17,34
2025-03-10 14:37:49,nginx,110,452
2025-03-10 14:37:49,istio-system,4,54
2025-03-10 14:37:49,istio-tenant-gateway,17,34
2025-03-10 14:37:54,nginx,110,452
2025-03-10 14:37:54,istio-system,4,54
2025-03-10 14:37:54,istio-tenant-gateway,17,34
2025-03-10 14:38:00,nginx,97,452
2025-03-10 14:38:00,istio-system,2,54
2025-03-10 14:38:00,istio-tenant-gateway,18,34
2025-03-10 14:38:05,nginx,97,452
2025-03-10 14:38:05,istio-system,2,54
2025-03-10 14:38:05,istio-tenant-gateway,18,34
2025-03-10 14:38:10,nginx,97,452
2025-03-10 14:38:10,istio-system,2,54
2025-03-10 14:38:10,istio-tenant-gateway,18,34
2025-03-10 14:38:15,nginx,88,452
2025-03-10 14:38:15,istio-system,2,54
2025-03-10 14:38:15,istio-tenant-gateway,15,33
2025-03-10 14:38:20,nginx,88,452
2025-03-10 14:38:20,istio-system,2,54
2025-03-10 14:38:20,istio-tenant-gateway,15,33
