Timestamp, Namespace, Total CPU(mCPU), Max CPU(mCPU), Total Memory(MiB), Max Memory(MiB)
2025-03-10 15:19:04,nginx,543,4429
2025-03-10 15:19:04,istio-system,4,132
2025-03-10 15:19:04,istio-tenant-gateway,3,41
2025-03-10 15:19:09,nginx,543,4429
2025-03-10 15:19:09,istio-system,4,132
2025-03-10 15:19:09,istio-tenant-gateway,3,41
2025-03-10 15:19:15,nginx,554,4434
2025-03-10 15:19:15,istio-system,7,132
2025-03-10 15:19:15,istio-tenant-gateway,9,41
2025-03-10 15:19:20,nginx,554,4434
2025-03-10 15:19:20,istio-system,7,132
2025-03-10 15:19:20,istio-tenant-gateway,9,41
2025-03-10 15:19:25,nginx,554,4434
2025-03-10 15:19:25,istio-system,7,132
2025-03-10 15:19:25,istio-tenant-gateway,9,41
2025-03-10 15:19:30,nginx,612,4435
2025-03-10 15:19:30,istio-system,11,132
2025-03-10 15:19:30,istio-tenant-gateway,18,41
2025-03-10 15:19:35,nginx,612,4435
2025-03-10 15:19:35,istio-system,11,132
2025-03-10 15:19:35,istio-tenant-gateway,18,41
2025-03-10 15:19:40,nginx,612,4435
2025-03-10 15:19:40,istio-system,11,132
2025-03-10 15:19:40,istio-tenant-gateway,18,41
2025-03-10 15:19:45,nginx,677,4436
2025-03-10 15:19:45,istio-system,5,132
2025-03-10 15:19:45,istio-tenant-gateway,15,41
2025-03-10 15:19:51,nginx,677,4436
2025-03-10 15:19:51,istio-system,5,132
2025-03-10 15:19:51,istio-tenant-gateway,15,41
2025-03-10 15:19:56,nginx,677,4436
2025-03-10 15:19:56,istio-system,5,132
2025-03-10 15:19:56,istio-tenant-gateway,15,41
2025-03-10 15:20:01,nginx,625,4437
2025-03-10 15:20:01,istio-system,5,132
2025-03-10 15:20:01,istio-tenant-gateway,14,41
2025-03-10 15:20:06,nginx,625,4437
2025-03-10 15:20:06,istio-system,5,132
2025-03-10 15:20:06,istio-tenant-gateway,14,41
2025-03-10 15:20:11,nginx,625,4437
2025-03-10 15:20:11,istio-system,5,132
2025-03-10 15:20:11,istio-tenant-gateway,14,41
2025-03-10 15:20:16,nginx,511,4437
2025-03-10 15:20:16,istio-system,4,132
2025-03-10 15:20:16,istio-tenant-gateway,13,41
2025-03-10 15:20:22,nginx,511,4437
2025-03-10 15:20:22,istio-system,4,132
2025-03-10 15:20:22,istio-tenant-gateway,13,41
2025-03-10 15:20:27,nginx,511,4437
2025-03-10 15:20:27,istio-system,4,132
2025-03-10 15:20:27,istio-tenant-gateway,13,41
2025-03-10 15:20:32,nginx,530,4438
2025-03-10 15:20:32,istio-system,5,132
2025-03-10 15:20:32,istio-tenant-gateway,13,41
2025-03-10 15:20:37,nginx,530,4438
2025-03-10 15:20:37,istio-system,5,132
2025-03-10 15:20:37,istio-tenant-gateway,13,41
2025-03-10 15:20:42,nginx,584,4437
2025-03-10 15:20:42,istio-system,8,132
2025-03-10 15:20:42,istio-tenant-gateway,13,41
2025-03-10 15:20:47,nginx,584,4437
2025-03-10 15:20:47,istio-system,8,132
2025-03-10 15:20:47,istio-tenant-gateway,13,41
2025-03-10 15:20:52,nginx,584,4437
2025-03-10 15:20:52,istio-system,8,132
2025-03-10 15:20:52,istio-tenant-gateway,13,41
2025-03-10 15:20:58,nginx,515,4445
2025-03-10 15:20:58,istio-system,7,134
2025-03-10 15:20:58,istio-tenant-gateway,13,41
2025-03-10 15:21:03,nginx,515,4445
2025-03-10 15:21:03,istio-system,7,134
2025-03-10 15:21:03,istio-tenant-gateway,13,41
2025-03-10 15:21:08,nginx,515,4445
2025-03-10 15:21:08,istio-system,7,134
2025-03-10 15:21:08,istio-tenant-gateway,13,41
2025-03-10 15:21:13,nginx,549,4440
2025-03-10 15:21:13,istio-system,5,134
2025-03-10 15:21:13,istio-tenant-gateway,13,41
2025-03-10 15:21:18,nginx,549,4440
2025-03-10 15:21:18,istio-system,5,134
2025-03-10 15:21:18,istio-tenant-gateway,13,41
2025-03-10 15:21:23,nginx,549,4440
2025-03-10 15:21:23,istio-system,5,134
2025-03-10 15:21:23,istio-tenant-gateway,13,41
2025-03-10 15:21:29,nginx,553,4440
2025-03-10 15:21:29,istio-system,5,134
2025-03-10 15:21:29,istio-tenant-gateway,13,41
2025-03-10 15:21:34,nginx,553,4440
2025-03-10 15:21:34,istio-system,5,134
2025-03-10 15:21:34,istio-tenant-gateway,13,41
2025-03-10 15:21:39,nginx,553,4440
2025-03-10 15:21:39,istio-system,5,134
2025-03-10 15:21:39,istio-tenant-gateway,13,41
2025-03-10 15:21:44,nginx,650,4440
2025-03-10 15:21:44,istio-system,11,135
2025-03-10 15:21:44,istio-tenant-gateway,14,41
2025-03-10 15:21:49,nginx,650,4440
2025-03-10 15:21:49,istio-system,11,135
2025-03-10 15:21:49,istio-tenant-gateway,14,41
2025-03-10 15:21:54,nginx,650,4440
2025-03-10 15:21:54,istio-system,11,135
2025-03-10 15:21:54,istio-tenant-gateway,14,41
2025-03-10 15:22:00,nginx,661,4439
2025-03-10 15:22:00,istio-system,6,135
2025-03-10 15:22:00,istio-tenant-gateway,13,41
2025-03-10 15:22:05,nginx,661,4439
2025-03-10 15:22:05,istio-system,6,135
2025-03-10 15:22:05,istio-tenant-gateway,13,41
2025-03-10 15:22:10,nginx,661,4439
2025-03-10 15:22:10,istio-system,6,135
2025-03-10 15:22:10,istio-tenant-gateway,13,41
2025-03-10 15:22:15,nginx,703,4440
2025-03-10 15:22:15,istio-system,6,135
2025-03-10 15:22:15,istio-tenant-gateway,15,41
2025-03-10 15:22:20,nginx,703,4440
2025-03-10 15:22:20,istio-system,6,135
2025-03-10 15:22:20,istio-tenant-gateway,15,41
2025-03-10 15:22:25,nginx,703,4440
2025-03-10 15:22:25,istio-system,6,135
2025-03-10 15:22:25,istio-tenant-gateway,15,41
2025-03-10 15:22:31,nginx,669,4444
2025-03-10 15:22:31,istio-system,6,135
2025-03-10 15:22:31,istio-tenant-gateway,16,41
2025-03-10 15:22:36,nginx,669,4444
2025-03-10 15:22:36,istio-system,6,135
2025-03-10 15:22:36,istio-tenant-gateway,16,41
2025-03-10 15:22:41,nginx,669,4444
2025-03-10 15:22:41,istio-system,6,135
2025-03-10 15:22:41,istio-tenant-gateway,16,41
2025-03-10 15:22:46,nginx,610,4449
2025-03-10 15:22:46,istio-system,7,135
2025-03-10 15:22:46,istio-tenant-gateway,14,41
2025-03-10 15:22:51,nginx,610,4449
2025-03-10 15:22:51,istio-system,7,135
2025-03-10 15:22:51,istio-tenant-gateway,14,41
2025-03-10 15:22:56,nginx,610,4449
2025-03-10 15:22:56,istio-system,7,135
2025-03-10 15:22:56,istio-tenant-gateway,14,41
2025-03-10 15:23:02,nginx,690,4450
2025-03-10 15:23:02,istio-system,7,135
2025-03-10 15:23:02,istio-tenant-gateway,15,41
2025-03-10 15:23:07,nginx,690,4450
2025-03-10 15:23:07,istio-system,7,135
2025-03-10 15:23:07,istio-tenant-gateway,15,41
2025-03-10 15:23:12,nginx,641,4451
2025-03-10 15:23:12,istio-system,5,135
2025-03-10 15:23:12,istio-tenant-gateway,15,41
2025-03-10 15:23:17,nginx,641,4451
2025-03-10 15:23:17,istio-system,5,135
2025-03-10 15:23:17,istio-tenant-gateway,15,41
2025-03-10 15:23:22,nginx,641,4451
2025-03-10 15:23:22,istio-system,5,135
2025-03-10 15:23:22,istio-tenant-gateway,15,41
2025-03-10 15:23:27,nginx,577,4446
2025-03-10 15:23:27,istio-system,5,135
2025-03-10 15:23:27,istio-tenant-gateway,13,41
2025-03-10 15:23:32,nginx,577,4446
2025-03-10 15:23:32,istio-system,5,135
2025-03-10 15:23:32,istio-tenant-gateway,13,41
2025-03-10 15:23:38,nginx,577,4446
2025-03-10 15:23:38,istio-system,5,135
2025-03-10 15:23:38,istio-tenant-gateway,13,41
2025-03-10 15:23:43,nginx,522,4447
2025-03-10 15:23:43,istio-system,7,135
2025-03-10 15:23:43,istio-tenant-gateway,13,41
2025-03-10 15:23:48,nginx,522,4447
2025-03-10 15:23:48,istio-system,7,135
2025-03-10 15:23:48,istio-tenant-gateway,13,41
2025-03-10 15:23:53,nginx,522,4447
2025-03-10 15:23:53,istio-system,7,135
2025-03-10 15:23:53,istio-tenant-gateway,13,41
2025-03-10 15:23:58,nginx,548,4445
2025-03-10 15:23:58,istio-system,4,135
2025-03-10 15:23:58,istio-tenant-gateway,13,41
2025-03-10 15:24:03,nginx,548,4445
2025-03-10 15:24:03,istio-system,4,135
2025-03-10 15:24:03,istio-tenant-gateway,13,41
