Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-14 12:19:03,nginx,1,10
2025-03-14 12:19:03,istio-system,4,107
2025-03-14 12:19:03,istio-tenant-gateway,1,46
2025-03-14 12:19:08,nginx,1,10
2025-03-14 12:19:08,istio-system,4,107
2025-03-14 12:19:08,istio-tenant-gateway,1,46
2025-03-14 12:19:14,nginx,1,10
2025-03-14 12:19:14,istio-system,3,107
2025-03-14 12:19:14,istio-tenant-gateway,3,47
2025-03-14 12:19:19,nginx,1,10
2025-03-14 12:19:19,istio-system,3,107
2025-03-14 12:19:19,istio-tenant-gateway,3,47
2025-03-14 12:19:24,nginx,1,10
2025-03-14 12:19:24,istio-system,3,107
2025-03-14 12:19:24,istio-tenant-gateway,3,47
2025-03-14 12:19:29,nginx,2,10
2025-03-14 12:19:29,istio-system,4,108
2025-03-14 12:19:29,istio-tenant-gateway,9,46
2025-03-14 12:19:35,nginx,2,10
2025-03-14 12:19:35,istio-system,4,108
2025-03-14 12:19:35,istio-tenant-gateway,9,46
2025-03-14 12:19:40,nginx,2,10
2025-03-14 12:19:40,istio-system,4,108
2025-03-14 12:19:40,istio-tenant-gateway,9,46
2025-03-14 12:19:45,nginx,2,10
2025-03-14 12:19:45,istio-system,4,109
2025-03-14 12:19:45,istio-tenant-gateway,9,46
2025-03-14 12:19:50,nginx,2,10
2025-03-14 12:19:50,istio-system,4,109
2025-03-14 12:19:50,istio-tenant-gateway,9,46
2025-03-14 12:19:55,nginx,2,10
2025-03-14 12:19:55,istio-system,4,109
2025-03-14 12:19:55,istio-tenant-gateway,9,46
2025-03-14 12:20:01,nginx,2,10
2025-03-14 12:20:01,istio-system,4,109
2025-03-14 12:20:01,istio-tenant-gateway,8,47
2025-03-14 12:20:06,nginx,2,10
2025-03-14 12:20:06,istio-system,4,109
2025-03-14 12:20:06,istio-tenant-gateway,8,47
2025-03-14 12:20:11,nginx,2,10
2025-03-14 12:20:11,istio-system,4,109
2025-03-14 12:20:11,istio-tenant-gateway,8,47
2025-03-14 12:20:16,nginx,2,10
2025-03-14 12:20:16,istio-system,6,108
2025-03-14 12:20:16,istio-tenant-gateway,8,46
2025-03-14 12:20:21,nginx,2,10
2025-03-14 12:20:21,istio-system,6,108
2025-03-14 12:20:21,istio-tenant-gateway,8,46
2025-03-14 12:20:27,nginx,2,10
