Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-10 20:21:34,nginx,1,9
2025-03-10 20:21:34,istio-system,5,72
2025-03-10 20:21:34,istio-tenant-gateway,6,31
2025-03-10 20:21:39,nginx,1,9
2025-03-10 20:21:39,istio-system,5,72
2025-03-10 20:21:39,istio-tenant-gateway,6,31
2025-03-10 20:21:44,nginx,3,9
2025-03-10 20:21:44,istio-system,7,72
2025-03-10 20:21:44,istio-tenant-gateway,6,31
2025-03-10 20:21:49,nginx,3,9
2025-03-10 20:21:49,istio-system,7,72
2025-03-10 20:21:49,istio-tenant-gateway,6,31
2025-03-10 20:21:55,nginx,3,9
2025-03-10 20:21:55,istio-system,7,72
2025-03-10 20:21:55,istio-tenant-gateway,6,31
2025-03-10 20:22:00,nginx,12,10
2025-03-10 20:22:00,istio-system,15,72
2025-03-10 20:22:00,istio-tenant-gateway,30,31
2025-03-10 20:22:05,nginx,12,10
2025-03-10 20:22:05,istio-system,15,72
2025-03-10 20:22:05,istio-tenant-gateway,30,31
2025-03-10 20:22:10,nginx,12,10
2025-03-10 20:22:10,istio-system,15,72
2025-03-10 20:22:10,istio-tenant-gateway,30,31
2025-03-10 20:22:15,nginx,11,10
2025-03-10 20:22:15,istio-system,16,72
2025-03-10 20:22:15,istio-tenant-gateway,40,31
2025-03-10 20:22:20,nginx,11,10
2025-03-10 20:22:20,istio-system,16,72
2025-03-10 20:22:20,istio-tenant-gateway,40,31
2025-03-10 20:22:25,nginx,11,10
2025-03-10 20:22:25,istio-system,16,72
2025-03-10 20:22:25,istio-tenant-gateway,40,31
2025-03-10 20:22:30,nginx,10,10
2025-03-10 20:22:30,istio-system,14,72
2025-03-10 20:22:30,istio-tenant-gateway,35,31
2025-03-10 20:22:36,nginx,10,10
2025-03-10 20:22:36,istio-system,14,72
2025-03-10 20:22:36,istio-tenant-gateway,35,31
2025-03-10 20:22:41,nginx,11,10
2025-03-10 20:22:41,istio-system,17,71
2025-03-10 20:22:41,istio-tenant-gateway,40,31
2025-03-10 20:22:46,nginx,11,10
2025-03-10 20:22:46,istio-system,17,71
2025-03-10 20:22:46,istio-tenant-gateway,40,31
2025-03-10 20:22:51,nginx,11,10
2025-03-10 20:22:51,istio-system,17,71
2025-03-10 20:22:51,istio-tenant-gateway,40,31
2025-03-10 20:22:56,nginx,11,10
2025-03-10 20:22:56,istio-system,15,71
2025-03-10 20:22:56,istio-tenant-gateway,37,31
2025-03-10 20:23:01,nginx,11,10
2025-03-10 20:23:01,istio-system,15,71
2025-03-10 20:23:01,istio-tenant-gateway,37,31
2025-03-10 20:23:06,nginx,11,10
2025-03-10 20:23:06,istio-system,15,71
2025-03-10 20:23:06,istio-tenant-gateway,37,31
2025-03-10 20:23:12,nginx,10,10
2025-03-10 20:23:12,istio-system,15,71
2025-03-10 20:23:12,istio-tenant-gateway,37,31
2025-03-10 20:23:17,nginx,10,10
2025-03-10 20:23:17,istio-system,15,71
