Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-12 15:29:16,nginx,10,143
2025-03-12 15:29:16,linkerd,3,178
2025-03-12 15:29:21,nginx,10,143
2025-03-12 15:29:21,linkerd,3,178
2025-03-12 15:29:26,nginx,10,143
2025-03-12 15:29:26,linkerd,3,178
2025-03-12 15:29:31,nginx,12,143
2025-03-12 15:29:31,linkerd,3,178
2025-03-12 15:29:36,nginx,12,143
2025-03-12 15:29:36,linkerd,3,178
2025-03-12 15:29:41,nginx,12,143
2025-03-12 15:29:41,linkerd,3,178
2025-03-12 15:29:46,nginx,12,143
2025-03-12 15:29:46,linkerd,3,178
2025-03-12 15:29:52,nginx,12,143
2025-03-12 15:29:52,linkerd,3,178
2025-03-12 15:29:57,nginx,12,143
2025-03-12 15:29:57,linkerd,3,178
2025-03-12 15:30:02,nginx,12,143
2025-03-12 15:30:02,linkerd,3,178
2025-03-12 15:30:07,nginx,12,143
2025-03-12 15:30:07,linkerd,3,178
2025-03-12 15:30:12,nginx,12,143
2025-03-12 15:30:12,linkerd,3,178
2025-03-12 15:30:17,nginx,12,143
2025-03-12 15:30:17,linkerd,3,178
2025-03-12 15:30:22,nginx,12,143
2025-03-12 15:30:22,linkerd,3,178
2025-03-12 15:30:27,nginx,12,143
2025-03-12 15:30:27,linkerd,3,178
2025-03-12 15:30:32,nginx,15,143
2025-03-12 15:30:32,linkerd,3,178
2025-03-12 15:30:37,nginx,15,143
2025-03-12 15:30:37,linkerd,3,178
2025-03-12 15:30:43,nginx,15,143
2025-03-12 15:30:43,linkerd,3,178
2025-03-12 15:30:48,nginx,15,143
2025-03-12 15:30:48,linkerd,3,178
2025-03-12 15:30:53,nginx,15,143
2025-03-12 15:30:53,linkerd,3,178
2025-03-12 15:30:58,nginx,15,143
2025-03-12 15:30:58,linkerd,3,178
2025-03-12 15:31:03,nginx,15,143
2025-03-12 15:31:03,linkerd,3,178
2025-03-12 15:31:08,nginx,15,143
2025-03-12 15:31:08,linkerd,3,178
2025-03-12 15:31:13,nginx,15,143
2025-03-12 15:31:13,linkerd,3,178
2025-03-12 15:31:18,nginx,15,143
2025-03-12 15:31:18,linkerd,3,178
2025-03-12 15:31:23,nginx,15,143
2025-03-12 15:31:23,linkerd,3,178
2025-03-12 15:31:28,nginx,15,143
2025-03-12 15:31:28,linkerd,3,178
2025-03-12 15:31:34,nginx,15,143
2025-03-12 15:31:34,linkerd,3,178
2025-03-12 15:31:39,nginx,15,143
2025-03-12 15:31:39,linkerd,3,178
2025-03-12 15:31:44,nginx,15,143
2025-03-12 15:31:44,linkerd,3,178
2025-03-12 15:31:49,nginx,15,143
2025-03-12 15:31:49,linkerd,3,178
2025-03-12 15:31:54,nginx,15,143
2025-03-12 15:31:54,linkerd,3,178
2025-03-12 15:31:59,nginx,15,143
2025-03-12 15:31:59,linkerd,3,178
2025-03-12 15:32:04,nginx,15,143
2025-03-12 15:32:04,linkerd,3,178
2025-03-12 15:32:09,nginx,15,143
2025-03-12 15:32:09,linkerd,3,178
2025-03-12 15:32:14,nginx,15,143
2025-03-12 15:32:14,linkerd,3,178
2025-03-12 15:32:19,nginx,15,143
2025-03-12 15:32:19,linkerd,3,178
2025-03-12 15:32:25,nginx,15,143
2025-03-12 15:32:25,linkerd,3,178
2025-03-12 15:32:30,nginx,15,143
2025-03-12 15:32:30,linkerd,3,178
2025-03-12 15:32:35,nginx,15,143
2025-03-12 15:32:35,linkerd,3,178
2025-03-12 15:32:40,nginx,15,143
2025-03-12 15:32:40,linkerd,3,178
2025-03-12 15:32:45,nginx,15,143
2025-03-12 15:32:45,linkerd,3,178
2025-03-12 15:32:50,nginx,15,143
2025-03-12 15:32:50,linkerd,3,178
2025-03-12 15:32:55,nginx,15,143
2025-03-12 15:32:55,linkerd,3,178
2025-03-12 15:33:00,nginx,15,143
2025-03-12 15:33:00,linkerd,3,178
2025-03-12 15:33:05,nginx,15,143
2025-03-12 15:33:05,linkerd,3,178
2025-03-12 15:33:11,nginx,15,143
2025-03-12 15:33:11,linkerd,3,178
2025-03-12 15:33:16,nginx,15,143
2025-03-12 15:33:16,linkerd,3,178
2025-03-12 15:33:21,nginx,15,143
2025-03-12 15:33:21,linkerd,3,178
2025-03-12 15:33:26,nginx,15,143
2025-03-12 15:33:26,linkerd,3,178
2025-03-12 15:33:31,nginx,15,143
2025-03-12 15:33:31,linkerd,3,178
2025-03-12 15:33:36,nginx,15,143
2025-03-12 15:33:36,linkerd,3,178
2025-03-12 15:33:41,nginx,15,143
2025-03-12 15:33:41,linkerd,3,178
2025-03-12 15:33:46,nginx,15,143
2025-03-12 15:33:46,linkerd,3,178
2025-03-12 15:33:51,nginx,15,143
2025-03-12 15:33:51,linkerd,3,178
2025-03-12 15:33:56,nginx,15,143
2025-03-12 15:33:56,linkerd,3,178
2025-03-12 15:34:02,nginx,15,143
2025-03-12 15:34:02,linkerd,3,178
2025-03-12 15:34:07,nginx,15,143
2025-03-12 15:34:07,linkerd,3,178
2025-03-12 15:34:12,nginx,15,143
2025-03-12 15:34:12,linkerd,3,178
