Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-12 16:11:08,nginx,90,1246
2025-03-12 16:11:08,linkerd,3,216
2025-03-12 16:11:13,nginx,90,1246
2025-03-12 16:11:13,linkerd,3,216
2025-03-12 16:11:18,nginx,90,1246
2025-03-12 16:11:18,linkerd,3,216
2025-03-12 16:11:23,nginx,90,1246
2025-03-12 16:11:23,linkerd,3,216
2025-03-12 16:11:28,nginx,90,1246
2025-03-12 16:11:28,linkerd,3,216
2025-03-12 16:11:33,nginx,98,1245
2025-03-12 16:11:33,linkerd,4,216
2025-03-12 16:11:39,nginx,98,1245
2025-03-12 16:11:39,linkerd,4,216
2025-03-12 16:11:44,nginx,98,1245
2025-03-12 16:11:44,linkerd,4,216
2025-03-12 16:11:49,nginx,98,1245
2025-03-12 16:11:49,linkerd,4,216
2025-03-12 16:11:54,nginx,98,1245
2025-03-12 16:11:54,linkerd,4,216
2025-03-12 16:11:59,nginx,98,1245
2025-03-12 16:11:59,linkerd,4,216
2025-03-12 16:12:04,nginx,98,1245
2025-03-12 16:12:04,linkerd,4,216
2025-03-12 16:12:09,nginx,98,1245
2025-03-12 16:12:09,linkerd,4,216
2025-03-12 16:12:14,nginx,98,1245
2025-03-12 16:12:14,linkerd,4,216
2025-03-12 16:12:19,nginx,98,1245
2025-03-12 16:12:19,linkerd,4,216
2025-03-12 16:12:25,nginx,98,1245
2025-03-12 16:12:25,linkerd,4,216
2025-03-12 16:12:30,nginx,100,1253
2025-03-12 16:12:30,linkerd,3,216
2025-03-12 16:12:35,nginx,100,1253
2025-03-12 16:12:35,linkerd,3,216
2025-03-12 16:12:40,nginx,100,1253
2025-03-12 16:12:40,linkerd,3,216
2025-03-12 16:12:45,nginx,100,1253
2025-03-12 16:12:45,linkerd,3,216
2025-03-12 16:12:50,nginx,100,1253
2025-03-12 16:12:50,linkerd,3,216
2025-03-12 16:12:55,nginx,100,1253
2025-03-12 16:12:55,linkerd,3,216
2025-03-12 16:13:00,nginx,100,1253
2025-03-12 16:13:00,linkerd,3,216
2025-03-12 16:13:05,nginx,100,1253
2025-03-12 16:13:05,linkerd,3,216
2025-03-12 16:13:10,nginx,100,1253
2025-03-12 16:13:10,linkerd,3,216
2025-03-12 16:13:16,nginx,100,1253
2025-03-12 16:13:16,linkerd,3,216
2025-03-12 16:13:21,nginx,100,1253
2025-03-12 16:13:21,linkerd,3,216
2025-03-12 16:13:26,nginx,100,1253
2025-03-12 16:13:26,linkerd,3,216
2025-03-12 16:13:31,nginx,101,1253
2025-03-12 16:13:31,linkerd,3,216
2025-03-12 16:13:36,nginx,101,1253
2025-03-12 16:13:36,linkerd,3,216
2025-03-12 16:13:41,nginx,101,1253
2025-03-12 16:13:41,linkerd,3,216
2025-03-12 16:13:46,nginx,101,1253
2025-03-12 16:13:46,linkerd,3,216
2025-03-12 16:13:51,nginx,101,1253
2025-03-12 16:13:51,linkerd,3,216
2025-03-12 16:13:56,nginx,101,1253
2025-03-12 16:13:56,linkerd,3,216
2025-03-12 16:14:02,nginx,101,1253
2025-03-12 16:14:02,linkerd,3,216
2025-03-12 16:14:07,nginx,101,1253
2025-03-12 16:14:07,linkerd,3,216
2025-03-12 16:14:12,nginx,101,1253
2025-03-12 16:14:12,linkerd,3,216
2025-03-12 16:14:17,nginx,101,1253
2025-03-12 16:14:17,linkerd,3,216
2025-03-12 16:14:22,nginx,101,1253
2025-03-12 16:14:22,linkerd,3,216
2025-03-12 16:14:27,nginx,101,1253
2025-03-12 16:14:27,linkerd,3,216
2025-03-12 16:14:32,nginx,101,1253
2025-03-12 16:14:32,linkerd,3,216
2025-03-12 16:14:37,nginx,101,1253
2025-03-12 16:14:37,linkerd,3,216
2025-03-12 16:14:42,nginx,101,1253
2025-03-12 16:14:42,linkerd,3,216
2025-03-12 16:14:47,nginx,101,1253
2025-03-12 16:14:47,linkerd,3,216
2025-03-12 16:14:53,nginx,101,1253
2025-03-12 16:14:53,linkerd,3,216
2025-03-12 16:14:58,nginx,101,1253
2025-03-12 16:14:58,linkerd,3,216
2025-03-12 16:15:03,nginx,101,1253
2025-03-12 16:15:03,linkerd,3,216
2025-03-12 16:15:08,nginx,101,1253
2025-03-12 16:15:08,linkerd,3,216
2025-03-12 16:15:13,nginx,101,1253
2025-03-12 16:15:13,linkerd,3,216
2025-03-12 16:15:18,nginx,101,1253
2025-03-12 16:15:18,linkerd,3,216
2025-03-12 16:15:23,nginx,101,1253
2025-03-12 16:15:23,linkerd,3,216
2025-03-12 16:15:28,nginx,101,1253
2025-03-12 16:15:28,linkerd,3,216
2025-03-12 16:15:33,nginx,100,1270
2025-03-12 16:15:33,linkerd,3,216
2025-03-12 16:15:39,nginx,100,1270
2025-03-12 16:15:39,linkerd,3,216
2025-03-12 16:15:44,nginx,100,1270
2025-03-12 16:15:44,linkerd,3,216
2025-03-12 16:15:49,nginx,100,1270
2025-03-12 16:15:49,linkerd,3,216
2025-03-12 16:15:54,nginx,100,1270
2025-03-12 16:15:54,linkerd,3,216
2025-03-12 16:15:59,nginx,100,1270
2025-03-12 16:15:59,linkerd,3,216
2025-03-12 16:16:04,nginx,100,1270
2025-03-12 16:16:04,linkerd,3,216
