Timestamp, Namespace, Total CPU(mCPU), Max CPU(mCPU), Total Memory(MiB), Max Memory(MiB)
2025-03-10 15:11:33,nginx,585,4432
2025-03-10 15:11:33,istio-system,5,123
2025-03-10 15:11:33,istio-tenant-gateway,3,38
2025-03-10 15:11:39,nginx,585,4432
2025-03-10 15:11:39,istio-system,5,123
2025-03-10 15:11:39,istio-tenant-gateway,3,38
2025-03-10 15:11:44,nginx,623,4410
2025-03-10 15:11:44,istio-system,13,123
2025-03-10 15:11:44,istio-tenant-gateway,3,38
2025-03-10 15:11:49,nginx,623,4410
2025-03-10 15:11:49,istio-system,13,123
2025-03-10 15:11:49,istio-tenant-gateway,3,38
2025-03-10 15:11:54,nginx,623,4410
2025-03-10 15:11:54,istio-system,13,123
2025-03-10 15:11:54,istio-tenant-gateway,3,38
2025-03-10 15:11:59,nginx,557,4385
2025-03-10 15:11:59,istio-system,4,123
2025-03-10 15:11:59,istio-tenant-gateway,33,41
2025-03-10 15:12:04,nginx,557,4385
2025-03-10 15:12:04,istio-system,4,123
2025-03-10 15:12:04,istio-tenant-gateway,33,41
2025-03-10 15:12:10,nginx,557,4385
2025-03-10 15:12:10,istio-system,4,123
2025-03-10 15:12:10,istio-tenant-gateway,33,41
2025-03-10 15:12:15,nginx,597,4388
2025-03-10 15:12:15,istio-system,8,123
2025-03-10 15:12:15,istio-tenant-gateway,33,41
2025-03-10 15:12:20,nginx,597,4388
2025-03-10 15:12:20,istio-system,8,123
2025-03-10 15:12:20,istio-tenant-gateway,33,41
2025-03-10 15:12:25,nginx,597,4388
2025-03-10 15:12:25,istio-system,8,123
2025-03-10 15:12:25,istio-tenant-gateway,33,41
2025-03-10 15:12:30,nginx,707,4392
2025-03-10 15:12:30,istio-system,9,123
2025-03-10 15:12:30,istio-tenant-gateway,30,41
2025-03-10 15:12:36,nginx,707,4392
2025-03-10 15:12:36,istio-system,9,123
2025-03-10 15:12:36,istio-tenant-gateway,30,41
2025-03-10 15:12:41,nginx,707,4392
2025-03-10 15:12:41,istio-system,9,123
2025-03-10 15:12:41,istio-tenant-gateway,30,41
2025-03-10 15:12:46,nginx,648,4395
2025-03-10 15:12:46,istio-system,9,123
2025-03-10 15:12:46,istio-tenant-gateway,29,41
2025-03-10 15:12:51,nginx,648,4395
2025-03-10 15:12:51,istio-system,9,123
2025-03-10 15:12:51,istio-tenant-gateway,29,41
