Timestamp, Namespace, Total CPU(mCPU), Total Memory(MiB)
2025-03-11 10:40:34,nginx,50,451
2025-03-11 10:40:34,istio-system,8,81
2025-03-11 10:40:34,istio-tenant-gateway,6,39
2025-03-11 10:40:39,nginx,50,451
2025-03-11 10:40:39,istio-system,6,81
2025-03-11 10:40:39,istio-tenant-gateway,5,38
2025-03-11 10:40:44,nginx,50,451
2025-03-11 10:40:44,istio-system,6,81
2025-03-11 10:40:44,istio-tenant-gateway,5,38
2025-03-11 10:40:49,nginx,50,451
2025-03-11 10:40:49,istio-system,6,81
2025-03-11 10:40:49,istio-tenant-gateway,5,38
2025-03-11 10:40:54,nginx,50,451
2025-03-11 10:40:54,istio-system,14,83
2025-03-11 10:40:54,istio-tenant-gateway,18,39
2025-03-11 10:40:59,nginx,50,451
2025-03-11 10:40:59,istio-system,14,83
2025-03-11 10:40:59,istio-tenant-gateway,18,39
2025-03-11 10:41:05,nginx,50,451
2025-03-11 10:41:05,istio-system,14,83
2025-03-11 10:41:05,istio-tenant-gateway,18,39
2025-03-11 10:41:10,nginx,50,451
2025-03-11 10:41:10,istio-system,15,82
2025-03-11 10:41:10,istio-tenant-gateway,37,40
2025-03-11 10:41:15,nginx,50,451
2025-03-11 10:41:15,istio-system,15,82
2025-03-11 10:41:15,istio-tenant-gateway,37,40
2025-03-11 10:41:20,nginx,50,451
2025-03-11 10:41:20,istio-system,17,83
2025-03-11 10:41:20,istio-tenant-gateway,37,40
2025-03-11 10:41:25,nginx,50,451
2025-03-11 10:41:25,istio-system,17,83
2025-03-11 10:41:25,istio-tenant-gateway,37,40
2025-03-11 10:41:30,nginx,50,451
2025-03-11 10:41:30,istio-system,17,83
2025-03-11 10:41:30,istio-tenant-gateway,37,40
2025-03-11 10:41:35,nginx,50,451
2025-03-11 10:41:35,istio-system,16,83
2025-03-11 10:41:35,istio-tenant-gateway,37,40
2025-03-11 10:41:41,nginx,50,451
2025-03-11 10:41:41,istio-system,16,83
2025-03-11 10:41:41,istio-tenant-gateway,37,40
